country,year,cluster,lat,lon,households,wealthpooled,urban_rural,fold,predicted_wealth
angola,2015,1,-12.1014,14.1407,26,-1.1326385,0.0,D,-2.9777865409851074
angola,2015,2,-9.6635,20.377,26,0.6698427,1.0,E,2.2006587982177734
angola,2015,3,-8.9289,13.2995,10,1.5155905,1.0,D,3.8350322246551514
angola,2015,4,-14.2876,17.6217,26,-0.5591352,0.0,B,-6.188846588134766
angola,2015,5,-14.211,13.5463,26,-1.1861184,0.0,B,-3.706291675567627
angola,2015,6,-5.562,12.2115,25,1.5846177,1.0,D,0.7723725438117981
angola,2015,7,-5.5802,12.1912,25,1.6973333,1.0,D,0.011286366730928421
angola,2015,8,-12.3533,14.7787,22,0.08311084,1.0,D,-0.6205020546913147
angola,2015,9,-11.6102,14.4608,25,-0.95577794,0.0,E,-2.137657642364502
angola,2015,10,-8.8282,13.3354,25,1.2438675,1.0,D,2.8725764751434326
angola,2015,11,-8.8888,13.3532,23,1.7684237,1.0,D,3.1053178310394287
angola,2015,12,-14.2364,12.4154,23,-0.4440743,0.0,C,3.442472219467163
angola,2015,13,-9.0969,15.7412,26,-1.061425,0.0,C,-6.0345458984375
angola,2015,14,-14.6667,17.6867,26,-0.10826232,1.0,E,5.4411420822143555
angola,2015,15,-14.9218,13.5108,26,1.714279,1.0,C,11.567215919494629
angola,2015,16,-8.9085,20.2594,26,-1.2488078,0.0,E,-4.605334758758545
angola,2015,17,-12.2757,16.0263,26,-0.8464668,0.0,E,-3.465947389602661
angola,2015,18,-9.5535,16.3891,26,1.148126,1.0,D,2.6527416706085205
angola,2015,19,-13.7052,14.5974,26,-1.0938611,0.0,D,-0.4833616316318512
angola,2015,20,-15.3413,21.4856,26,-1.036482,0.0,D,0.37404894828796387
angola,2015,21,-8.6971,19.7275,26,-1.3568355,0.0,D,-3.352375030517578
angola,2015,22,-7.3742,20.8097,23,1.8061017,1.0,E,-3.7976558208465576
angola,2015,23,-8.9106,13.455,24,0.68549305,0.0,D,2.569575071334839
angola,2015,24,-10.5612,17.4244,26,-0.7654207,0.0,D,-2.3861334323883057
angola,2015,25,-8.8813,13.3151,26,1.7518587,1.0,D,3.2880542278289795
angola,2015,26,-6.8195,13.3273,19,0.82195,1.0,B,3.7639033794403076
angola,2015,27,-10.1519,19.2647,26,-0.54857486,1.0,A,-2.129547119140625
angola,2015,28,-8.4612,20.7153,25,-0.2809092,1.0,B,0.47614771127700806
angola,2015,29,-10.4035,15.5296,16,-0.79047894,0.0,D,13.398760795593262
angola,2015,30,-9.6435,20.4052,26,-0.1320091,1.0,E,1.8101130723953247
angola,2015,31,-12.379,16.9205,25,0.3179624,1.0,E,1.5617669820785522
angola,2015,32,-14.3388,14.9556,26,-0.6996906,0.0,C,1.147591233253479
angola,2015,33,-8.8839,13.2206,22,1.4792907,1.0,D,2.1944472789764404
angola,2015,34,-8.5864,13.6568,26,1.3120643,1.0,D,2.7277510166168213
angola,2015,35,-9.6747,20.3792,26,-0.24261852,1.0,E,1.5409585237503052
angola,2015,36,-9.5316,16.3341,26,1.3783981,1.0,D,1.733892560005188
angola,2015,37,-13.2682,16.287,23,-1.1094804,0.0,B,-2.978376865386963
angola,2015,38,-12.5381,13.4862,23,1.1166149,1.0,A,6.969233989715576
angola,2015,39,-10.0803,17.557,23,-0.4235197,1.0,C,7.093256950378418
angola,2015,40,-13.9708,13.6815,26,-1.2127905,0.0,A,-4.419991970062256
angola,2015,41,-14.7447,17.7235,26,-0.7996687,0.0,E,-1.2044891119003296
angola,2015,42,-8.9246,13.1722,26,1.9214829,1.0,D,5.6787190437316895
angola,2015,43,-9.046,16.0007,25,-0.69698584,0.0,C,-6.161952972412109
angola,2015,44,-8.8795,13.2951,15,1.7813367,1.0,D,2.4577558040618896
angola,2015,45,-9.6854,14.4415,23,1.1525501,1.0,D,-5.52046012878418
angola,2015,46,-12.4733,14.1567,23,-0.8073603,1.0,D,1.0249783992767334
angola,2015,47,-15.21,12.1648,26,0.36473402,1.0,A,5.857400894165039
angola,2015,48,-13.5924,13.9466,24,0.19777896,1.0,B,0.727557361125946
